Circuit Name,HFTD Tier(s),De-Energization Date and Time (PDT),Counties,Restoration Date and Time (PDT)
SARATOGA 1106*,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:49,"LOS GATOS,
SARATOGA,
MONTE SERENO",10/28/2019 13:31
SARATOGA 1107*,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:27,"SARATOGA, LOS
GATOS",10/29/2019 17:46
SARATOGA 1115*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 21:10,"SARATOGA,
CUPERTINO",10/29/2019 11:22
SAUSALITO 0401,NON-HFTD,10/26/2019 20:25,SAUSALITO,10/29/2019 14:40
SAUSALITO 0402,NON-HFTD,10/26/2019 20:25,SAUSALITO,10/29/2019 14:15
SAUSALITO 1101,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:25,SAUSALITO,10/29/2019 19:09
SAUSALITO 1102,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:25,"SAUSALITO,
MILL VALLEY",10/29/2019 19:28
SEACLIFF 0401,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:19,APTOS,10/28/2019 11:04
SEACLIFF 0402*,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:12,APTOS,10/28/2019 07:56
"SHADY GLEN
1101","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 19:01,"COLFAX, GRASS
VALLEY",10/30/2019 13:30
"SHADY GLEN
1102","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 19:01,"COLFAX, GRASS
VALLEY",10/31/2019 19:12
"SHINGLE
SPRINGS 1103","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:48,"SHINGLE
SPRINGS,
CAMERON PARK",10/28/2019 11:23
"SHINGLE
SPRINGS 1104","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:51,"SHINGLE
SPRINGS",10/28/2019 18:47
"SHINGLE
SPRINGS 2105","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:55,"CAMERON
PARK, SHINGLE
SPRINGS,
RESCUE",10/28/2019 19:24
"SHINGLE
SPRINGS 2108","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 18:01,"CAMERON
PARK, SHINGLE
SPRINGS",10/28/2019 15:33
"SHINGLE
SPRINGS 2109","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 18:11,"PLACERVILLE,
SHINGLE
SPRINGS,
RESCUE, LOTUS,
COLOMA,
GARDEN
VALLEY",10/30/2019 13:38
"SHINGLE
SPRINGS 2110","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 18:29,"SHINGLE
SPRINGS",10/29/2019 11:40
"SILVERADO
2102*","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:42,"SAINT HELENA,
RUTHERFORD,
OAKVILLE,
NAPA, LAKE
BERRYESSA,
YOUNTVILLE",10/31/2019 13:01
"SILVERADO
2103*","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:51,"SAINT HELENA,
RUTHERFORD",10/30/2019 18:15
"SILVERADO
2104*","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:28,"ANGWIN, POPE
VALLEY, SAINT
HELENA, DEER
PARK,
CALISTOGA",10/31/2019 12:15
"SILVERADO
2105*","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:26,"SAINT HELENA,
CALISTOGA",10/31/2019 14:36
"SMARTVILLE
1101","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:04,"SMARTVILLE,
MARYSVILLE",10/30/2019 11:54
"SNEATH LANE
1101","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:20,SAN BRUNO,10/28/2019 14:12
"SNEATH LANE
1102","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:20,"SOUTH SAN
FRANCISCO, SAN
BRUNO, DALY
CITY",10/28/2019 18:10
"SNEATH LANE
1106","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:21,"SAN BRUNO,
SOUTH SAN
FRANCISCO",10/28/2019 17:32
"SNEATH LANE
1107","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:22,"SAN BRUNO,
SOUTH SAN
FRANCISCO,
PACIFICA",10/28/2019 11:32
SOBRANTE 1101,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:13,"LAFAYETTE,
ORINDA",10/29/2019 00:26
SOBRANTE 1102,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:21,"LAFAYETTE,
ORINDA",10/29/2019 20:31
SOBRANTE 1103,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:30,ORINDA,10/29/2019 12:10
SOLEDAD 1114,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 22:28,SOLEDAD,10/28/2019 13:08
SOLEDAD 2101,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 22:40,"SOLEDAD,
GONZALES",10/28/2019 13:10
SOLEDAD 2102,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 22:40,SOLEDAD,10/28/2019 13:12
SONOMA 1102*,"TIER 3,
PARTIALLY
OUTSIDE HFTD",10/26/2019 18:21,SONOMA,10/30/2019 15:43
SONOMA 1103*,"TIER 3,
PARTIALLY
OUTSIDE HFTD",10/26/2019 18:17,SONOMA,10/30/2019 14:19
SONOMA 1104*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 18:00,SONOMA,10/28/2019 18:48
SONOMA 1105*,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:53,SONOMA,10/30/2019 15:30
SONOMA 1106*,"TIER 3,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:47,SONOMA,10/30/2019 14:00
SONOMA 1107*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:41,"SONOMA,
PETALUMA",10/30/2019 13:38
SOQUEL 0402,NON-HFTD,10/26/2019 20:27,"CAPITOLA,
SOQUEL",10/28/2019 12:23
SPAULDING 1101,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 19:14,"EMIGRANT GAP,
SODA SPRINGS",10/31/2019 10:37
"SPRING GAP
1702","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/27/2019 00:08,"PINECREST,
STRAWBERRY,
COLD SPRINGS",10/30/2019 12:06
SPRUCE 0401*,"TIER 3, TIER 2",10/26/2019 21:59,"KENSINGTON,
BERKELEY",10/28/2019 16:01
SPRUCE 0402*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 21:59,BERKELEY,10/28/2019 16:01
STAFFORD 1101,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:05,NOVATO,10/29/2019 17:30
STAFFORD 1102,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:16,NOVATO,10/29/2019 19:26
STAGG 2107,NON-HFTD,10/26/2019 17:59,STOCKTON,10/30/2019 09:20
"STANISLAUS
1701","TIER 3, TIER 2",10/27/2019 00:06,"MURPHYS,
ARNOLD,
HATHAWAY
PINES, AVERY",10/30/2019 14:15
"STANISLAUS
1702","TIER 3, TIER 2",10/27/2019 00:08,"ARNOLD, WHITE
PINES, AVERY,
MURPHYS,
HATHAWAY
PINES",10/30/2019 14:25
"STATION A
EUREKA 1103",NON-HFTD,10/26/2019 22:48,EUREKA,10/28/2019 11:48
"STATION A
EUREKA 1106",NON-HFTD,10/26/2019 22:48,EUREKA,10/28/2019 11:30
"STATION A
EUREKA 1107",NON-HFTD,10/26/2019 22:48,EUREKA,10/28/2019 11:26
"STATION E
EUREKA 1101",NON-HFTD,10/26/2019 22:49,EUREKA,10/28/2019 11:47
"STATION E
EUREKA 1104","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 22:49,EUREKA,10/28/2019 11:38
"STATION E
EUREKA 1105",NON-HFTD,10/26/2019 22:49,EUREKA,10/28/2019 11:33
STELLING 1109*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 23:59,CUPERTINO,10/28/2019 10:18
STELLING 1110*,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:43,"LOS GATOS,
CUPERTINO,
SARATOGA",10/29/2019 12:53
"STILLWATER
STATION 1101","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 18:49,REDDING,10/30/2019 15:02
"STILLWATER
STATION 1102","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 18:49,REDDING,10/30/2019 15:26
STOREY 1109,NON-HFTD,10/27/2019 13:39,MADERA,10/29/2019 10:59
"SUBSTATION D
1112*","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:57,"BERKELEY,
OAKLAND",10/28/2019 18:31
"SUBSTATION F
0402*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 23:37,BERKELEY,10/28/2019 16:25
"SUBSTATION F
1103*","TIER 3,
PARTIALLY
OUTSIDE HFTD",10/26/2019 21:39,"BERKELEY,
OAKLAND",10/28/2019 11:01
"SUBSTATION F
1105*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:27,BERKELEY,10/28/2019 14:01
"SUBSTATION G
1105","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 21:59,"BERKELEY, EL
CERRITO,
KENSINGTON,
RICHMOND",10/28/2019 16:38
"SUBSTATION G
1110*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:57,KENSINGTON,10/28/2019 13:57
"SUBSTATION G
1111*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:13,EL CERRITO,10/28/2019 16:09
"SUBSTATION G
1112*","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:25,"RICHMOND, EL
CERRITO",10/28/2019 11:40
"SUBSTATION J
1102*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:20,OAKLAND,10/29/2019 12:48
"SUBSTATION J
1105*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 23:47,OAKLAND,10/29/2019 11:24
"SUBSTATION J
1106*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/27/2019 00:46,OAKLAND,10/29/2019 11:32
"SUBSTATION K
1101*","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:27,"OAKLAND,
BERKELEY",10/28/2019 16:34
"SUBSTATION K
1102",TIER 3,10/27/2019 00:11,"OAKLAND,
ORINDA,
BERKELEY",10/28/2019 16:29
"SUBSTATION K
1103","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 23:33,OAKLAND,10/28/2019 19:47
"SUBSTATION K
1104*","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/27/2019 01:21,OAKLAND,10/28/2019 19:22
"SUBSTATION X
1101*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/27/2019 00:11,"OAKLAND,
PIEDMONT",10/28/2019 21:30
"SUBSTATION X
1104*","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 23:35,OAKLAND,10/29/2019 11:55
"SUBSTATION X
1105*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 23:59,OAKLAND,10/29/2019 10:51
"SUBSTATION X
1106*","TIER 3, TIER 2",10/27/2019 00:31,OAKLAND,10/28/2019 12:58
SUMMIT 1101,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 19:09,SODA SPRINGS,10/30/2019 18:12
SUMMIT 1102,TIER 2,10/26/2019 19:09,"SODA SPRINGS,
NORDEN",10/30/2019 17:22
SUNOL 1101,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:10,"SUNOL,
PLEASANTON,
FREMONT,
LIVERMORE",10/28/2019 14:41
SWIFT 2102*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:29,SAN JOSE,10/28/2019 11:47
SWIFT 2107*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:26,SAN JOSE,10/28/2019 10:48
SWIFT 2109*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:28,SAN JOSE,10/28/2019 09:33
SWIFT 2110*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:28,"SAN JOSE,
LIVERMORE",10/29/2019 11:03
"SYCAMORE
CREEK 1111*","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:03,"COHASSET,
CHICO",10/28/2019 16:23
TAMARACK 1101,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 19:09,SODA SPRINGS,10/31/2019 12:14
TAMARACK 1102,NON-HFTD,10/26/2019 19:09,SODA SPRINGS,10/31/2019 12:15
TAR FLAT 0401,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/27/2019 00:37,SONORA,10/28/2019 11:44
TAR FLAT 0402,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/27/2019 00:37,SONORA,10/28/2019 12:44
"TASSAJARA
2103*","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:36,DIABLO,10/29/2019 10:20
"TASSAJARA
2104*","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:20,"PLEASANTON,
DANVILLE",10/30/2019 16:04
"TASSAJARA
2106*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:59,DANVILLE,10/29/2019 13:00
TASSAJARA 2107,NON-HFTD,10/26/2019 20:15,DANVILLE,10/30/2019 06:02
"TASSAJARA
2108*","TIER 3,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:05,"ALAMO,
DANVILLE",10/29/2019 19:01
"TASSAJARA
2112*","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:15,"DANVILLE,
DIABLO,
WALNUT CREEK",10/30/2019 06:02
"TASSAJARA
2113*","TIER 3,
PARTIALLY
OUTSIDE HFTD",10/26/2019 21:43,SAN RAMON,10/28/2019 10:16
TEJON 1102*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/29/2019 21:02,LEBEC,10/31/2019 14:29
TEJON 1103*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/29/2019 21:02,ARVIN,10/31/2019 14:48
"TIDE WATER
2106*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 21:36,"CONCORD,
PITTSBURG",10/28/2019 12:48
"TIGER CREEK
0201","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:44,PIONEER,10/30/2019 18:46
TRINIDAD 1101,NON-HFTD,10/26/2019 22:20,"TRINIDAD,
MCKINLEYVILLE",10/28/2019 13:27
TRINIDAD 1102,NON-HFTD,10/26/2019 22:20,TRINIDAD,10/28/2019 15:28
TULUCAY 1101*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:11,NAPA,10/30/2019 12:04
TYLER 1103,NON-HFTD,10/26/2019 17:57,RED BLUFF,10/28/2019 16:26
TYLER 1104,NON-HFTD,10/26/2019 17:57,RED BLUFF,10/28/2019 16:43
TYLER 1105,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:57,RED BLUFF,10/28/2019 17:24
UKIAH 1111,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 19:06,UKIAH,10/30/2019 17:58
UKIAH 1113,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 19:06,UKIAH,10/30/2019 13:20
UKIAH 1114,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 19:06,"UKIAH,
BOONVILLE",10/30/2019 17:27
UKIAH 1115,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 19:06,UKIAH,10/30/2019 13:16
"UPPER LAKE
1101","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:44,"UPPER LAKE,
WITTER SPRINGS,
LAKEPORT",10/30/2019 20:05
"VACA DIXON
1101*",TIER 2,10/26/2019 19:14,VACAVILLE,10/30/2019 09:23
"VACA DIXON
1105*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 18:09,VACAVILLE,10/30/2019 17:15
"VACAVILLE
1104*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 18:15,"FAIRFIELD,
VACAVILLE",10/30/2019 11:51
"VACAVILLE
1108*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 19:25,VACAVILLE,10/30/2019 11:21
"VACAVILLE
1109*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 19:35,VACAVILLE,10/30/2019 08:46
VACAVILLE 1111*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 19:29,VACAVILLE,10/30/2019 13:55
"VALLEJO
STATION C 0401",NON-HFTD,10/26/2019 20:25,VALLEJO,10/29/2019 13:26
"VALLEY VIEW
1103*","TIER 3,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:09,EL SOBRANTE,10/28/2019 15:50
"VALLEY VIEW
1105*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:55,"EL SOBRANTE,
PINOLE",10/28/2019 13:14
"VALLEY VIEW
1106*","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:12,"PINOLE,
RICHMOND, EL
SOBRANTE",10/28/2019 16:06
VASCO 1102*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:36,LIVERMORE,10/29/2019 08:06
VASONA 1102*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 21:34,"LOS GATOS,
MONTE SERENO",10/28/2019 12:59
VINA 1101,NON-HFTD,10/26/2019 18:06,VINA,10/28/2019 12:47
VINEYARD 2105,NON-HFTD,10/26/2019 20:46,PLEASANTON,10/28/2019 11:43
VINEYARD 2107*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 21:21,PLEASANTON,10/28/2019 13:25
VINEYARD 2108*,"TIER 3,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:46,PLEASANTON,10/28/2019 11:43
VINEYARD 2110*,TIER 2,10/26/2019 20:11,LIVERMORE,10/28/2019 08:48
VOLTA 1101,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 18:13,"MANTON,
MINERAL,
PAYNES CREEK,
MILL CREEK,
RED BLUFF,
SHINGLETOWN",10/30/2019 18:18
VOLTA 1102,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 18:13,SHINGLETOWN,10/31/2019 19:20
WALDO 0401*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 22:32,EL CERRITO,10/28/2019 15:58
WALDO 0402*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 22:27,"EL CERRITO,
KENSINGTON",10/28/2019 16:07
"WATERSHED
0402","TIER 3,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:17,WOODSIDE,10/28/2019 09:35
WAYNE 0401*,"TIER 3,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:37,ALAMO,10/29/2019 16:49
WEIMAR 1101,TIER 2,10/26/2019 18:58,"COLFAX,
WEIMAR,
APPLEGATE",10/30/2019 13:26
WEIMAR 1102,TIER 2,10/26/2019 18:58,"COLFAX,
MEADOW VISTA,
WEIMAR",10/30/2019 12:43
"WEST POINT
1101","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:52,"PIONEER,
VOLCANO",10/30/2019 15:03
"WEST POINT
1102","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:52,"WEST POINT,
RAIL ROAD
FLAT,
WILSEYVILLE,
MOUNTAIN
RANCH,
GLENCOE,
MOKELUMNE
HILL",10/31/2019 12:01
WESTLEY 1103*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/27/2019 00:02,PATTERSON,10/28/2019 16:16
"WHEATLAND
1105*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:02,WHEATLAND,10/29/2019 19:55
WHITMORE 1101,"TIER 3, TIER 2",10/26/2019 18:28,"WHITMORE,
OAK RUN,
MILLVILLE",10/31/2019 14:09
WILDWOOD 1101,TIER 2,10/26/2019 23:43,"PLATINA,
WILDWOOD",10/30/2019 16:18
WILLITS 1102,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:44,WILLITS,10/30/2019 16:24
WILLITS 1103,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:44,WILLITS,10/30/2019 16:25
WILLITS 1104,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:44,WILLITS,10/30/2019 16:26
"WILLOW CREEK
1101","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 22:12,"WILLOW CREEK,
BLUE LAKE",10/28/2019 16:23
"WILLOW CREEK
1102","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 22:12,WILLOW CREEK,10/28/2019 12:52
"WILLOW CREEK
1103","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 22:12,"WILLOW CREEK,
BURNT RANCH,
SALYER,
HAWKINS BAR",10/28/2019 15:33
"WILLOW PASS
1101*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:15,CONCORD,10/29/2019 14:36
"WILLOW PASS
2107*",TIER 2,10/26/2019 22:34,PITTSBURG,10/29/2019 15:20
"WILLOW PASS
2108*",TIER 2,10/26/2019 20:35,PITTSBURG,10/29/2019 16:36
WINDSOR 1101,NON-HFTD,10/26/2019 19:50,WINDSOR,10/30/2019 17:00
WINDSOR 1102,NON-HFTD,10/26/2019 19:50,WINDSOR,10/30/2019 17:14
WINDSOR 1103,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 19:50,"WINDSOR,
HEALDSBURG",11/8/19 14:25
WISE 1101,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:03,"AUBURN,
NEWCASTLE",10/30/2019 11:15
WISE 1102,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:01,"AUBURN,
NEWCASTLE,
LINCOLN",10/31/2019 09:54
WISHON 1101,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/27/2019 13:27,"NORTH FORK,
AUBERRY",10/29/2019 16:22
WOOD 0401,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:13,OAKLAND,10/29/2019 12:46
WOODACRE 1101,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:19,"FOREST
KNOLLS,
LAGUNITAS,
SAN GERONIMO,
NICASIO",10/30/2019 14:30
WOODACRE 1102,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:20,"FAIRFAX,
WOODACRE,
SAN ANSELMO,
SAN GERONIMO",10/30/2019 19:16
WOODSIDE 1101*,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:20,"WOODSIDE,
PORTOLA
VALLEY,
REDWOOD CITY",10/29/2019 14:37
"WOODSIDE
1102*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 21:56,REDWOOD CITY,10/28/2019 16:24
"WOODSIDE
1104*","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 21:07,"REDWOOD CITY,
WOODSIDE",10/29/2019 13:30
"WOODWARD
2108*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/27/2019 13:39,"FRIANT, O
NEALS",10/29/2019 11:02
"WYANDOTTE
1102*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:24,OROVILLE,10/30/2019 14:59
"WYANDOTTE
1103*","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:03,"OROVILLE,
BERRY CREEK",10/30/2019 15:02
"WYANDOTTE
1105","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:00,OROVILLE,10/30/2019 11:15
"WYANDOTTE
1106*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:28,OROVILLE,10/28/2019 18:06
"WYANDOTTE
1107*","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:11,OROVILLE,10/30/2019 19:14
"WYANDOTTE
1109*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:18,"OROVILLE,
PALERMO",10/28/2019 16:23
"WYANDOTTE
1110*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:00,OROVILLE,10/30/2019 12:13
